"Notes"	"State"	"State Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate	Crude Rate Standard Error	Age Adjusted Rate
	"Alabama"	"01"	"Car occupant injured in collision with car, pick-up truck or van, passenger injured in traffic accident"	"V43.6"	44	28496755	0.15	0.02	0.15
	"Alabama"	"01"	"Car occupant injured in collision with car, pick-up truck or van, unspecified car occupant injured in traffic accident"	"V43.9"	38	28496755	0.13	0.02	0.13
	"Alabama"	"01"	"Car occupant injured in collision with heavy transport vehicle or bus, driver injured in traffic accident"	"V44.5"	46	28496755	0.16	0.02	0.15
	"Alabama"	"01"	"Car occupant injured in collision with heavy transport vehicle or bus, passenger injured in traffic accident"	"V44.6"	21	28496755	0.07	0.02	0.07
	"Alabama"	"01"	"Car occupant injured in collision with fixed or stationary object, driver injured in traffic accident"	"V47.5"	104	28496755	0.36	0.04	0.34
	"Alabama"	"01"	"Car occupant injured in collision with fixed or stationary object, passenger injured in traffic accident"	"V47.6"	54	28496755	0.19	0.03	0.18
	"Alabama"	"01"	"Car occupant injured in collision with fixed or stationary object, unspecified car occupant injured in traffic accident"	"V47.9"	50	28496755	0.18	0.02	0.17
	"Alabama"	"01"	"Car occupant injured in noncollision transport accident, driver injured in traffic accident"	"V48.5"	51	28496755	0.18	0.03	0.17
	"Alabama"	"01"	"Car occupant injured in noncollision transport accident, passenger injured in traffic accident"	"V48.6"	52	28496755	0.18	0.03	0.18
	"Alabama"	"01"	"Car occupant injured in noncollision transport accident, unspecified car occupant injured in traffic accident"	"V48.9"	45	28496755	0.16	0.02	0.15
	"Alabama"	"01"	"Driver injured in collision with other and unspecified motor vehicles in traffic accident"	"V49.4"	18	28496755	0.06 (Unreliable)	0.01	0.06 (Unreliable)
	"Alabama"	"01"	"Passenger injured in collision with other and unspecified motor vehicles in traffic accident"	"V49.5"	40	28496755	0.14	0.02	0.14
	"Alabama"	"01"	"Unspecified car occupant injured in collision with other and unspecified motor vehicles in traffic accident"	"V49.6"	22	28496755	0.08	0.02	0.07
	"Alabama"	"01"	"Car occupant [any] injured in unspecified traffic accident"	"V49.9"	462	28496755	1.62	0.08	1.55
	"Alabama"	"01"	"Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus, driver injured in traffic accident"	"V54.5"	14	28496755	0.05 (Unreliable)	0.01	0.05 (Unreliable)
	"Alabama"	"01"	"Occupant of pick-up truck or van injured in collision with fixed or stationary object, driver injured in traffic accident"	"V57.5"	17	28496755	0.06 (Unreliable)	0.01	0.06 (Unreliable)
	"Alabama"	"01"	"Occupant of pick-up truck or van injured in collision with fixed or stationary object, passenger injured in traffic accident"	"V57.6"	10	28496755	0.04 (Unreliable)	0.01	0.03 (Unreliable)
	"Alabama"	"01"	"Occupant of pick-up truck or van injured in collision with fixed or stationary object, unspecified occupant of pick-up truck or van injured in traffic accident"	"V57.9"	13	28496755	0.05 (Unreliable)	0.01	0.04 (Unreliable)
	"Alabama"	"01"	"Occupant of pick-up truck or van injured in noncollision transport accident, driver injured in traffic accident"	"V58.5"	14	28496755	0.05 (Unreliable)	0.01	0.05 (Unreliable)
	"Alabama"	"01"	"Occupant of pick-up truck or van injured in noncollision transport accident, passenger injured in traffic accident"	"V58.6"	19	28496755	0.07 (Unreliable)	0.02	0.06 (Unreliable)
	"Alabama"	"01"	"Occupant of pick-up truck or van injured in noncollision transport accident, unspecified occupant of pick-up truck or van injured in traffic accident"	"V58.9"	13	28496755	0.05 (Unreliable)	0.01	0.04 (Unreliable)
	"Alabama"	"01"	"Occupant [any] of pick-up truck or van injured in unspecified traffic accident"	"V59.9"	21	28496755	0.07	0.02	0.07
	"Alabama"	"01"	"Driver of all-terrain or other off-road motor vehicle injured in traffic accident"	"V86.0"	22	28496755	0.08	0.02	0.08
	"Alabama"	"01"	"Passenger of all-terrain or other off-road motor vehicle injured in traffic accident"	"V86.1"	12	28496755	0.04 (Unreliable)	0.01	0.04 (Unreliable)
	"Alabama"	"01"	"Unspecified occupant of all-terrain or other off-road motor vehicle injured in traffic accident"	"V86.3"	23	28496755	0.08	0.02	0.08
	"Alabama"	"01"	"Driver of all-terrain or other off-road motor vehicle injured in nontraffic accident"	"V86.5"	13	28496755	0.05 (Unreliable)	0.01	0.05 (Unreliable)
	"Alabama"	"01"	"Unspecified occupant of all-terrain or other off-road motor vehicle injured in nontraffic accident"	"V86.9"	78	28496755	0.27	0.03	0.27
	"Alabama"	"01"	"Person injured in collision between car and pick-up truck or van (traffic)"	"V87.2"	10	28496755	0.04 (Unreliable)	0.01	0.03 (Unreliable)
	"Alabama"	"01"	"Person injured in collision between car and heavy transport vehicle (traffic)"	"V87.4"	21	28496755	0.07	0.02	0.07
	"Alabama"	"01"	"Person injured in collision between other specified motor vehicles (traffic)"	"V87.7"	561	28496755	1.97	0.08	1.89
	"Alabama"	"01"	"Person injured in unspecified motor-vehicle accident, nontraffic"	"V89.0"	15	28496755	0.05 (Unreliable)	0.01	0.05 (Unreliable)
	"Alabama"	"01"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	2522	28496755	8.85	0.18	8.45
	"Alabama"	"01"	"Person injured in unspecified vehicle accident"	"V89.9"	25	28496755	0.09	0.02	0.08
	"Alabama"	"01"	"Unspecified aircraft accident injuring occupant"	"V95.9"	12	28496755	0.04 (Unreliable)	0.01	0.04 (Unreliable)
	"Alabama"	"01"	"Other fall from one level to another"	"W17"	10	28496755	0.04 (Unreliable)	0.01	0.03 (Unreliable)
	"Alabama"	"01"	"Unspecified fall"	"W19"	15	28496755	0.05 (Unreliable)	0.01	0.05 (Unreliable)
	"Alabama"	"01"	"Struck by thrown, projected or falling object"	"W20"	31	28496755	0.11	0.02	0.11
	"Alabama"	"01"	"Contact with other and unspecified machinery"	"W31"	13	28496755	0.05 (Unreliable)	0.01	0.04 (Unreliable)
	"Alabama"	"01"	"Handgun discharge"	"W32"	15	28496755	0.05 (Unreliable)	0.01	0.05 (Unreliable)
	"Alabama"	"01"	"Discharge from other and unspecified firearms"	"W34"	151	28496755	0.53	0.04	0.51
	"Alabama"	"01"	"Drowning and submersion while in bath-tub"	"W65"	15	28496755	0.05 (Unreliable)	0.01	0.05 (Unreliable)
	"Alabama"	"01"	"Drowning and submersion while in swimming-pool"	"W67"	102	28496755	0.36	0.04	0.37
	"Alabama"	"01"	"Drowning and submersion following fall into swimming-pool"	"W68"	25	28496755	0.09	0.02	0.09
	"Alabama"	"01"	"Drowning and submersion while in natural water"	"W69"	120	28496755	0.42	0.04	0.41
	"Alabama"	"01"	"Drowning and submersion following fall into natural water"	"W70"	15	28496755	0.05 (Unreliable)	0.01	0.05 (Unreliable)
	"Alabama"	"01"	"Other specified drowning and submersion"	"W73"	14	28496755	0.05 (Unreliable)	0.01	0.05 (Unreliable)
	"Alabama"	"01"	"Unspecified drowning and submersion"	"W74"	276	28496755	0.97	0.06	0.97
	"Alabama"	"01"	"Accidental suffocation and strangulation in bed"	"W75"	132	28496755	0.46	0.04	0.48
	"Alabama"	"01"	"Other accidental hanging and strangulation"	"W76"	50	28496755	0.18	0.02	0.18
	"Alabama"	"01"	"Inhalation of gastric contents"	"W78"	15	28496755	0.05 (Unreliable)	0.01	0.05 (Unreliable)
	"Alabama"	"01"	"Inhalation and ingestion of food causing obstruction of respiratory tract"	"W79"	19	28496755	0.07 (Unreliable)	0.02	0.07 (Unreliable)
	"Alabama"	"01"	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	76	28496755	0.27	0.03	0.27
	"Alabama"	"01"	"Other specified threats to breathing"	"W83"	30	28496755	0.11	0.02	0.11
	"Alabama"	"01"	"Unspecified threat to breathing"	"W84"	86	28496755	0.30	0.03	0.31
	"Alabama"	"01"	"Exposure to electric transmission lines"	"W85"	11	28496755	0.04 (Unreliable)	0.01	0.04 (Unreliable)
	"Alabama"	"01"	"Exposure to unspecified electric current"	"W87"	13	28496755	0.05 (Unreliable)	0.01	0.04 (Unreliable)
	"Alabama"	"01"	"Exposure to uncontrolled fire in building or structure"	"X00"	282	28496755	0.99	0.06	1.00
	"Alabama"	"01"	"Exposure to unspecified smoke, fire and flames"	"X09"	18	28496755	0.06 (Unreliable)	0.01	0.06 (Unreliable)
	"Alabama"	"01"	"Exposure to excessive natural heat"	"X30"	15	28496755	0.05 (Unreliable)	0.01	0.05 (Unreliable)
	"Alabama"	"01"	"Victim of lightning"	"X33"	11	28496755	0.04 (Unreliable)	0.01	0.04 (Unreliable)
	"Alabama"	"01"	"Victim of cataclysmic storm"	"X37"	60	28496755	0.21	0.03	0.21
	"Alabama"	"01"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	20	28496755	0.07	0.02	0.07
	"Alabama"	"01"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	228	28496755	0.80	0.05	0.75
	"Alabama"	"01"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	470	28496755	1.65	0.08	1.55
	"Alabama"	"01"	"Accidental poisoning by and exposure to alcohol"	"X45"	16	28496755	0.06 (Unreliable)	0.01	0.05 (Unreliable)
	"Alabama"	"01"	"Accidental poisoning by and exposure to other gases and vapours"	"X47"	45	28496755	0.16	0.02	0.15
	"Alabama"	"01"	"Exposure to unspecified factor"	"X59"	154	28496755	0.54	0.04	0.53
	"Alabama"	"01"	"Exposure to unspecified factor causing other and unspecified injury"	"X59.9"	81	28496755	0.28	0.03	0.28
	"Alabama"	"01"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	29	28496755	0.10	0.02	0.10
	"Alabama"	"01"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	12	28496755	0.04 (Unreliable)	0.01	0.04 (Unreliable)
	"Alabama"	"01"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	382	28496755	1.34	0.07	1.28
	"Alabama"	"01"	"Intentional self-harm by handgun discharge"	"X72"	105	28496755	0.37	0.04	0.35
	"Alabama"	"01"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	122	28496755	0.43	0.04	0.40
	"Alabama"	"01"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	723	28496755	2.54	0.09	2.40
	"Alabama"	"01"	"Intentional self-harm by jumping or lying before moving object"	"X81"	10	28496755	0.04 (Unreliable)	0.01	0.03 (Unreliable)
	"Alabama"	"01"	"Intentional self-harm by unspecified means"	"X84"	11	28496755	0.04 (Unreliable)	0.01	0.04 (Unreliable)
	"Alabama"	"01"	"Assault by hanging, strangulation and suffocation"	"X91"	37	28496755	0.13	0.02	0.13
	"Alabama"	"01"	"Assault by drowning and submersion"	"X92"	15	28496755	0.05 (Unreliable)	0.01	0.05 (Unreliable)
	"Alabama"	"01"	"Assault by handgun discharge"	"X93"	178	28496755	0.62	0.05	0.59
	"Alabama"	"01"	"Assault by rifle, shotgun and larger firearm discharge"	"X94"	105	28496755	0.37	0.04	0.35
	"Alabama"	"01"	"Assault by other and unspecified firearm discharge"	"X95"	1502	28496755	5.27	0.14	4.98
	"Alabama"	"01"	"Assault by smoke, fire and flames"	"X97"	11	28496755	0.04 (Unreliable)	0.01	0.04 (Unreliable)
	"Alabama"	"01"	"Assault by sharp object"	"X99"	152	28496755	0.53	0.04	0.51
	"Alabama"	"01"	"By unspecified person"	"Y07.9"	27	28496755	0.09	0.02	0.10
	"Alabama"	"01"	"Assault by other specified means"	"Y08"	17	28496755	0.06 (Unreliable)	0.01	0.06 (Unreliable)
	"Alabama"	"01"	"Assault by unspecified means"	"Y09"	164	28496755	0.58	0.04	0.58
	"Alabama"	"01"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	16	28496755	0.06 (Unreliable)	0.01	0.05 (Unreliable)
	"Alabama"	"01"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	34	28496755	0.12	0.02	0.11
	"Alabama"	"01"	"Hanging, strangulation and suffocation, undetermined intent"	"Y20"	14	28496755	0.05 (Unreliable)	0.01	0.05 (Unreliable)
	"Alabama"	"01"	"Other and unspecified firearm discharge, undetermined intent"	"Y24"	35	28496755	0.12	0.02	0.12
	"Alabama"	"01"	"Unspecified event, undetermined intent"	"Y34"	26	28496755	0.09	0.02	0.09
	"Alabama"	"01"	"Legal intervention involving firearm discharge"	"Y35.0"	10	28496755	0.04 (Unreliable)	0.01	0.03 (Unreliable)
	"Alabama"	"01"	"Sequelae of other accidents"	"Y86"	12	28496755	0.04 (Unreliable)	0.01	0.04 (Unreliable)
	"Alaska"	"02"	"Septicaemia, unspecified"	"A41.9"	18	4664845	0.39 (Unreliable)	0.09	0.38 (Unreliable)
	"Alaska"	"02"	"Connective and soft tissue, unspecified - Malignant neoplasms"	"C49.9"	12	4664845	0.26 (Unreliable)	0.07	0.25 (Unreliable)
	"Alaska"	"02"	"Brain, unspecified - Malignant neoplasms"	"C71.9"	12	4664845	0.26 (Unreliable)	0.07	0.25 (Unreliable)
	"Alaska"	"02"	"Acute lymphoblastic leukaemia - Malignant neoplasms"	"C91.0"	12	4664845	0.26 (Unreliable)	0.07	0.26 (Unreliable)
	"Alaska"	"02"	"Acute myeloid leukaemia - Malignant neoplasms"	"C92.0"	14	4664845	0.30 (Unreliable)	0.08	0.30 (Unreliable)
	"Alaska"	"02"	"Mental and behavioural disorders due to use of alcohol, acute intoxication"	"F10.0"	12	4664845	0.26 (Unreliable)	0.07	0.25 (Unreliable)
	"Alaska"	"02"	"Infantile cerebral palsy, unspecified"	"G80.9"	25	4664845	0.54	0.11	0.54
	"Alaska"	"02"	"Anoxic brain damage, not elsewhere classified"	"G93.1"	10	4664845	0.21 (Unreliable)	0.07	0.21 (Unreliable)
	"Alaska"	"02"	"Cardiomyopathy, unspecified"	"I42.9"	10	4664845	0.21 (Unreliable)	0.07	0.21 (Unreliable)
	"Alaska"	"02"	"Cardiomegaly"	"I51.7"	12	4664845	0.26 (Unreliable)	0.07	0.25 (Unreliable)
	"Alaska"	"02"	"Bronchopneumonia, unspecified"	"J18.0"	18	4664845	0.39 (Unreliable)	0.09	0.38 (Unreliable)
	"Alaska"	"02"	"Pneumonia, unspecified"	"J18.9"	13	4664845	0.28 (Unreliable)	0.08	0.27 (Unreliable)
	"Alaska"	"02"	"Newborn affected by premature rupture of membranes"	"P01.1"	21	4664845	0.45	0.10	0.43
	"Alaska"	"02"	"Newborn affected by other forms of placental separation and haemorrhage"	"P02.1"	23	4664845	0.49	0.10	0.48
	"Alaska"	"02"	"Newborn affected by chorioamnionitis"	"P02.7"	17	4664845	0.36 (Unreliable)	0.09	0.35 (Unreliable)
	"Alaska"	"02"	"Extreme immaturity"	"P07.2"	48	4664845	1.03	0.15	0.99
	"Alaska"	"02"	"Other preterm infants"	"P07.3"	25	4664845	0.54	0.11	0.52
	"Alaska"	"02"	"Birth asphyxia, unspecified"	"P21.9"	17	4664845	0.36 (Unreliable)	0.09	0.35 (Unreliable)
	"Alaska"	"02"	"Respiratory distress syndrome of newborn"	"P22.0"	15	4664845	0.32 (Unreliable)	0.08	0.31 (Unreliable)
	"Alaska"	"02"	"Primary atelectasis of newborn"	"P28.0"	11	4664845	0.24 (Unreliable)	0.07	0.23 (Unreliable)
	"Alaska"	"02"	"Bacterial sepsis of newborn, unspecified"	"P36.9"	16	4664845	0.34 (Unreliable)	0.09	0.33 (Unreliable)
	"Alaska"	"02"	"Necrotizing enterocolitis of newborn"	"P77"	15	4664845	0.32 (Unreliable)	0.08	0.31 (Unreliable)
	"Alaska"	"02"	"Anencephaly"	"Q00.0"	12	4664845	0.26 (Unreliable)	0.07	0.25 (Unreliable)
	"Alaska"	"02"	"Other reduction deformities of brain"	"Q04.3"	13	4664845	0.28 (Unreliable)	0.08	0.27 (Unreliable)
	"Alaska"	"02"	"Hypoplastic left heart syndrome"	"Q23.4"	19	4664845	0.41 (Unreliable)	0.09	0.39 (Unreliable)
	"Alaska"	"02"	"Congenital malformation of heart, unspecified"	"Q24.9"	28	4664845	0.60	0.11	0.58
	"Alaska"	"02"	"Hypoplasia and dysplasia of lung"	"Q33.6"	17	4664845	0.36 (Unreliable)	0.09	0.35 (Unreliable)
	"Alaska"	"02"	"Congenital diaphragmatic hernia"	"Q79.0"	17	4664845	0.36 (Unreliable)	0.09	0.35 (Unreliable)
	"Alaska"	"02"	"Multiple congenital malformations, not elsewhere classified"	"Q89.7"	10	4664845	0.21 (Unreliable)	0.07	0.21 (Unreliable)
	"Alaska"	"02"	"Congenital malformation, unspecified"	"Q89.9"	13	4664845	0.28 (Unreliable)	0.08	0.27 (Unreliable)
	"Alaska"	"02"	"Edwards syndrome, unspecified"	"Q91.3"	25	4664845	0.54	0.11	0.52
	"Alaska"	"02"	"Other and unspecified convulsions"	"R56.8"	17	4664845	0.36 (Unreliable)	0.09	0.36 (Unreliable)
	"Alaska"	"02"	"Sudden infant death syndrome - SIDS"	"R95"	171	4664845	3.67	0.28	3.54
	"Alaska"	"02"	"Other ill-defined and unspecified causes of mortality"	"R99"	98	4664845	2.10	0.21	2.04
	"Alaska"	"02"	"Pedestrian injured in traffic accident involving other and unspecified motor vehicles"	"V09.2"	33	4664845	0.71	0.12	0.70
	"Alaska"	"02"	"Driver of all-terrain or other off-road motor vehicle injured in traffic accident"	"V86.0"	11	4664845	0.24 (Unreliable)	0.07	0.23 (Unreliable)
	"Alaska"	"02"	"Driver of all-terrain or other off-road motor vehicle injured in nontraffic accident"	"V86.5"	23	4664845	0.49	0.10	0.48
	"Alaska"	"02"	"Unspecified occupant of all-terrain or other off-road motor vehicle injured in nontraffic accident"	"V86.9"	50	4664845	1.07	0.15	1.06
	"Alaska"	"02"	"Person injured in collision between other specified motor vehicles (traffic)"	"V87.7"	48	4664845	1.03	0.15	1.01
	"Alaska"	"02"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	212	4664845	4.54	0.31	4.47
	"Alaska"	"02"	"Accident to watercraft causing drowning and submersion, unspecified watercraft, boat NOS, ship NOS, or watercraft NOS"	"V90.9"	17	4664845	0.36 (Unreliable)	0.09	0.36 (Unreliable)
	"Alaska"	"02"	"Water-transport-related drowning and submersion without accident to watercraft, unspecified watercraft, boat NOS, ship NOS, or watercraft NOS"	"V92.9"	10	4664845	0.21 (Unreliable)	0.07	0.21 (Unreliable)
	"Alaska"	"02"	"Unspecified aircraft accident injuring occupant"	"V95.9"	26	4664845	0.56	0.11	0.55
	"Alaska"	"02"	"Discharge from other and unspecified firearms"	"W34"	15	4664845	0.32 (Unreliable)	0.08	0.33 (Unreliable)
	"Alaska"	"02"	"Drowning and submersion while in natural water"	"W69"	59	4664845	1.26	0.16	1.26
	"Alaska"	"02"	"Drowning and submersion following fall into natural water"	"W70"	22	4664845	0.47	0.10	0.47
	"Alaska"	"02"	"Unspecified drowning and submersion"	"W74"	42	4664845	0.90	0.14	0.90
	"Alaska"	"02"	"Accidental suffocation and strangulation in bed"	"W75"	82	4664845	1.76	0.19	1.70
	"Alaska"	"02"	"Other accidental hanging and strangulation"	"W76"	10	4664845	0.21 (Unreliable)	0.07	0.21 (Unreliable)
	"Alaska"	"02"	"Unspecified threat to breathing"	"W84"	19	4664845	0.41 (Unreliable)	0.09	0.40 (Unreliable)
	"Alaska"	"02"	"Exposure to uncontrolled fire in building or structure"	"X00"	38	4664845	0.81	0.13	0.82
	"Alaska"	"02"	"Exposure to excessive natural cold"	"X31"	35	4664845	0.75	0.13	0.74
	"Alaska"	"02"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	70	4664845	1.50	0.18	1.47
	"Alaska"	"02"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	80	4664845	1.71	0.19	1.68
	"Alaska"	"02"	"Accidental poisoning by and exposure to alcohol"	"X45"	30	4664845	0.64	0.12	0.63
	"Alaska"	"02"	"Accidental poisoning by and exposure to other gases and vapours"	"X47"	21	4664845	0.45	0.10	0.45
	"Alaska"	"02"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	15	4664845	0.32 (Unreliable)	0.08	0.31 (Unreliable)
	"Alaska"	"02"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	232	4664845	4.97	0.33	4.87
	"Alaska"	"02"	"Intentional self-harm by handgun discharge"	"X72"	123	4664845	2.64	0.24	2.58
	"Alaska"	"02"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	122	4664845	2.62	0.24	2.56
	"Alaska"	"02"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	208	4664845	4.46	0.31	4.36
	"Alaska"	"02"	"Assault by hanging, strangulation and suffocation"	"X91"	11	4664845	0.24 (Unreliable)	0.07	0.23 (Unreliable)
	"Alaska"	"02"	"Assault by other and unspecified firearm discharge"	"X95"	154	4664845	3.30	0.27	3.24
	"Alaska"	"02"	"Assault by sharp object"	"X99"	13	4664845	0.28 (Unreliable)	0.08	0.27 (Unreliable)
	"Alaska"	"02"	"By unspecified person"	"Y07.9"	11	4664845	0.24 (Unreliable)	0.07	0.23 (Unreliable)
	"Alaska"	"02"	"Assault by unspecified means"	"Y09"	28	4664845	0.60	0.11	0.59
	"Alaska"	"02"	"Hanging, strangulation and suffocation, undetermined intent"	"Y20"	23	4664845	0.49	0.10	0.48
	"Alaska"	"02"	"Drowning and submersion, undetermined intent"	"Y21"	13	4664845	0.28 (Unreliable)	0.08	0.27 (Unreliable)
	"Alaska"	"02"	"Other and unspecified firearm discharge, undetermined intent"	"Y24"	15	4664845	0.32 (Unreliable)	0.08	0.31 (Unreliable)
	"Arizona"	"04"	"Other and unspecified gastroenteritis and colitis of infectious origin"	"A09.0"	55	38661164	0.14	0.02	0.14
	"Arizona"	"04"	"Whooping cough, unspecified"	"A37.9"	11	38661164	0.03 (Unreliable)	0.01	0.03 (Unreliable)
	"Arizona"	"04"	"Septicaemia due to streptococcus, group B"	"A40.1"	10	38661164	0.03 (Unreliable)	0.01	0.02 (Unreliable)
	"Arizona"	"04"	"Streptococcal septicaemia, unspecified"	"A40.9"	12	38661164	0.03 (Unreliable)	0.01	0.03 (Unreliable)
	"Arizona"	"04"	"Septicaemia due to other Gram-negative organisms"	"A41.5"	32	38661164	0.08	0.01	0.08
	"Arizona"	"04"	"Septicaemia, unspecified"	"A41.9"	138	38661164	0.36	0.03	0.35
	"Arizona"	"04"	"Unspecified viral encephalitis"	"A86"	13	38661164	0.03 (Unreliable)	0.01	0.03 (Unreliable)
	"Arizona"	"04"	"Other viral infections of unspecified site"	"B34.8"	30	38661164	0.08	0.01	0.08
	"Arizona"	"04"	"Viral infection, unspecified"	"B34.9"	44	38661164	0.11	0.02	0.11
